Phase	Time [s]	Speed [km/h]
 Extra High	1557	97,7
 Extra High	1558	98,9
 Extra High	1559	100,4
 Extra High	1560	102
 Extra High	1561	103,6
 Extra High	1562	105,2
 Extra High	1563	106,8
 Extra High	1564	108,5
 Extra High	1565	110,2
 Extra High	1566	111,9
 Extra High	1567	113,7
 Extra High	1568	115,3
 Extra High	1569	116,8
 Extra High	1570	118,2
 Extra High	1571	119,5
 Extra High	1572	120,7
 Extra High	1573	121,8
 Extra High	1574	122,6
 Extra High	1575	123,2
 Extra High	1576	123,6
 Extra High	1577	123,7
 Extra High	1578	123,6
 Extra High	1579	123,3
 Extra High	1580	123
 Extra High	1581	122,5
 Extra High	1582	122,1
 Extra High	1583	121,5
 Extra High	1584	120,8
 Extra High	1585	120
 Extra High	1586	119,1
 Extra High	1587	118,1
 Extra High	1588	117,1
 Extra High	1589	116,2
 Extra High	1590	115,5
 Extra High	1591	114,9
 Extra High	1592	114,5
 Extra High	1593	114,1
 Extra High	1594	113,9
 Extra High	1595	113,7
 Extra High	1596	113,3
 Extra High	1597	112,9
 Extra High	1598	112,2
 Extra High	1599	111,4
 Extra High	1600	110,5
 Extra High	1601	109,5
 Extra High	1602	108,5
 Extra High	1603	107,7
 Extra High	1604	107,1
 Extra High	1605	106,6
 Extra High	1606	106,4
 Extra High	1607	106,2
 Extra High	1608	106,2
 Extra High	1609	106,2
 Extra High	1610	106,4
 Extra High	1611	106,5
 Extra High	1612	106,8
 Extra High	1613	107,2
 Extra High	1614	107,8
 Extra High	1615	108,5
 Extra High	1616	109,4
 Extra High	1617	110,5
 Extra High	1618	111,7
 Extra High	1619	113
 Extra High	1620	114,1
 Extra High	1621	115,1
 Extra High	1622	115,9
 Extra High	1623	116,5
 Extra High	1624	116,7
 Extra High	1625	116,6
 Extra High	1626	116,2
 Extra High	1627	115,2
 Extra High	1628	113,8
 Extra High	1629	112
 Extra High	1630	110,1
 Extra High	1631	108,3
 Extra High	1632	107
 Extra High	1633	106,1
 Extra High	1634	105,8
 Extra High	1635	105,7
 Extra High	1636	105,7
 Extra High	1637	105,6
 Extra High	1638	105,3
 Extra High	1639	104,9
 Extra High	1640	104,4
 Extra High	1641	104
 Extra High	1642	103,8
 Extra High	1643	103,9
 Extra High	1644	104,4
 Extra High	1645	105,1
 Extra High	1646	106,1
 Extra High	1647	107,2
 Extra High	1648	108,5
 Extra High	1649	109,9
 Extra High	1650	111,3
 Extra High	1651	112,7
 Extra High	1652	113,9
 Extra High	1653	115
 Extra High	1654	116
 Extra High	1655	116,8
 Extra High	1656	117,6
 Extra High	1657	118,4
 Extra High	1658	119,2
 Extra High	1659	120
 Extra High	1660	120,8
 Extra High	1661	121,6
 Extra High	1662	122,3
 Extra High	1663	123,1
 Extra High	1664	123,8
 Extra High	1665	124,4
 Extra High	1666	125
 Extra High	1667	125,4
 Extra High	1668	125,8
 Extra High	1669	126,1
 Extra High	1670	126,4
 Extra High	1671	126,6
 Extra High	1672	126,7
 Extra High	1673	126,8
 Extra High	1674	126,9
 Extra High	1675	126,9
 Extra High	1676	126,9
 Extra High	1677	126,8
 Extra High	1678	126,6
 Extra High	1679	126,3
 Extra High	1680	126
 Extra High	1681	125,7
 Extra High	1682	125,6
 Extra High	1683	125,6
 Extra High	1684	125,8
 Extra High	1685	126,2
 Extra High	1686	126,6
 Extra High	1687	127
 Extra High	1688	127,4
 Extra High	1689	127,6
 Extra High	1690	127,8
 Extra High	1691	127,9
 Extra High	1692	128
 Extra High	1693	128,1
 Extra High	1694	128,2
 Extra High	1695	128,3
 Extra High	1696	128,4
 Extra High	1697	128,5
 Extra High	1698	128,6
 Extra High	1699	128,6
 Extra High	1700	128,5
 Extra High	1701	128,3
 Extra High	1702	128,1
 Extra High	1703	127,9
 Extra High	1704	127,6
 Extra High	1705	127,4
 Extra High	1706	127,2
 Extra High	1707	127
 Extra High	1708	126,9
 Extra High	1709	126,8
 Extra High	1710	126,7
 Extra High	1711	126,8
 Extra High	1712	126,9
 Extra High	1713	127,1
 Extra High	1714	127,4
 Extra High	1715	127,7
 Extra High	1716	128,1
 Extra High	1717	128,5
 Extra High	1718	129
 Extra High	1719	129,5
 Extra High	1720	130,1
 Extra High	1721	130,6
 Extra High	1722	131
 Extra High	1723	131,2
 Extra High	1724	131,3
 Extra High	1725	131,2
 Extra High	1726	130,7
 Extra High	1727	129,8
 Extra High	1728	128,4
 Extra High	1729	126,5
 Extra High	1730	124,1
 Extra High	1731	121,6
 Extra High	1732	119
 Extra High	1733	116,5
 Extra High	1734	114,1
 Extra High	1735	111,8
 Extra High	1736	109,5
 Extra High	1737	107,1
 Extra High	1738	104,8
 Extra High	1739	102,5
 Extra High	1740	100,4
 Extra High	1741	98,6
 Extra High	1742	97,2
 Extra High	1743	95,9
 Extra High	1744	94,8
 Extra High	1745	93,8
 Extra High	1746	92,8
 Extra High	1747	91,8
 Extra High	1748	91
 Extra High	1749	90,2
 Extra High	1750	89,6
 Extra High	1751	89,1
 Extra High	1752	88,6
 Extra High	1753	88,1
 Extra High	1754	87,6
 Extra High	1755	87,1
 Extra High	1756	86,6
 Extra High	1757	86,1
 Extra High	1758	85,5
 Extra High	1759	85
 Extra High	1760	84,4
 Extra High	1761	83,8
 Extra High	1762	83,2
 Extra High	1763	82,6
 Extra High	1764	82
 Extra High	1765	81,3
 Extra High	1766	80,4
 Extra High	1767	79,1
 Extra High	1768	77,4
 Extra High	1769	75,1
 Extra High	1770	72,3
 Extra High	1771	69,1
 Extra High	1772	65,9
 Extra High	1773	62,7
 Extra High	1774	59,7
 Extra High	1775	57
 Extra High	1776	54,6
 Extra High	1777	52,2
 Extra High	1778	49,7
 Extra High	1779	46,8
 Extra High	1780	43,5
 Extra High	1781	39,9
 Extra High	1782	36,4
 Extra High	1783	33,2
 Extra High	1784	30,5
 Extra High	1785	28,3
 Extra High	1786	26,3
 Extra High	1787	24,4
 Extra High	1788	22,5
 Extra High	1789	20,5
 Extra High	1790	18,2
 Extra High	1791	15,5
 Extra High	1792	12,3
 Extra High	1793	8,7
 Extra High	1794	5,2
 Extra High	1795	0
 Extra High	1796	0
 Extra High	1797	0
 Extra High	1798	0
 Extra High	1799	0
 Extra High	1800	0
