Phase	Time [s]	Speed [km/h]
Extra High	1559	95,9
Extra High	1560	96,6
Extra High	1561	97,4
Extra High	1562	98,1
Extra High	1563	98,7
Extra High	1564	99,5
Extra High	1565	100,3
Extra High	1566	101,1
Extra High	1567	101,9
Extra High	1568	102,8
Extra High	1569	103,8
Extra High	1570	105
Extra High	1571	106,1
Extra High	1572	107,4
Extra High	1573	108,7
Extra High	1574	109,9
Extra High	1575	111,2
Extra High	1576	112,3
Extra High	1577	113,4
Extra High	1578	114,4
Extra High	1579	115,3
Extra High	1580	116,1
Extra High	1581	116,8
Extra High	1582	117,4
Extra High	1583	117,7
Extra High	1584	118,2
Extra High	1585	118,1
Extra High	1586	117,7
Extra High	1587	117
Extra High	1588	116,1
Extra High	1589	115,2
Extra High	1590	114,4
Extra High	1591	113,6
Extra High	1592	113
Extra High	1593	112,6
Extra High	1594	112,2
Extra High	1595	111,9
Extra High	1596	111,6
Extra High	1597	111,2
Extra High	1598	110,7
Extra High	1599	110,1
Extra High	1600	109,3
Extra High	1601	108,4
Extra High	1602	107,4
Extra High	1603	106,7
Extra High	1604	106,3
Extra High	1605	106,2
Extra High	1606	106,4
Extra High	1607	107
Extra High	1608	107,5
Extra High	1609	107,9
Extra High	1610	108,4
Extra High	1611	108,9
Extra High	1612	109,5
Extra High	1613	110,2
Extra High	1614	110,9
Extra High	1615	111,6
Extra High	1616	112,2
Extra High	1617	112,8
Extra High	1618	113,3
Extra High	1619	113,7
Extra High	1620	114,1
Extra High	1621	114,4
Extra High	1622	114,6
Extra High	1623	114,7
Extra High	1624	114,7
Extra High	1625	114,7
Extra High	1626	114,6
Extra High	1627	114,5
Extra High	1628	114,5
Extra High	1629	114,5
Extra High	1630	114,7
Extra High	1631	115
Extra High	1632	115,6
Extra High	1633	116,4
Extra High	1634	117,3
Extra High	1635	118,2
Extra High	1636	118,8
Extra High	1637	119,3
Extra High	1638	119,6
Extra High	1639	119,7
Extra High	1640	119,5
Extra High	1641	119,3
Extra High	1642	119,2
Extra High	1643	119
Extra High	1644	118,8
Extra High	1645	118,8
Extra High	1646	118,8
Extra High	1647	118,8
Extra High	1648	118,8
Extra High	1649	118,9
Extra High	1650	119
Extra High	1651	119
Extra High	1652	119,1
Extra High	1653	119,2
Extra High	1654	119,4
Extra High	1655	119,6
Extra High	1656	119,9
Extra High	1657	120,1
Extra High	1658	120,3
Extra High	1659	120,4
Extra High	1660	120,5
Extra High	1661	120,5
Extra High	1662	120,5
Extra High	1663	120,5
Extra High	1664	120,4
Extra High	1665	120,3
Extra High	1666	120,1
Extra High	1667	119,9
Extra High	1668	119,6
Extra High	1669	119,5
Extra High	1670	119,4
Extra High	1671	119,3
Extra High	1672	119,3
Extra High	1673	119,4
Extra High	1674	119,5
Extra High	1675	119,5
Extra High	1676	119,6
Extra High	1677	119,6
Extra High	1678	119,6
Extra High	1679	119,4
Extra High	1680	119,3
Extra High	1681	119
Extra High	1682	118,8
Extra High	1683	118,7
Extra High	1684	118,8
Extra High	1685	119
Extra High	1686	119,2
Extra High	1687	119,6
Extra High	1688	120
Extra High	1689	120,3
Extra High	1690	120,5
Extra High	1691	120,7
Extra High	1692	120,9
Extra High	1693	121
Extra High	1694	121,1
Extra High	1695	121,2
Extra High	1696	121,3
Extra High	1697	121,4
Extra High	1698	121,5
Extra High	1699	121,5
Extra High	1700	121,5
Extra High	1701	121,4
Extra High	1702	121,3
Extra High	1703	121,1
Extra High	1704	120,9
Extra High	1705	120,6
Extra High	1706	120,4
Extra High	1707	120,2
Extra High	1708	120,1
Extra High	1709	119,9
Extra High	1710	119,8
Extra High	1711	119,8
Extra High	1712	119,9
Extra High	1713	120
Extra High	1714	120,2
Extra High	1715	120,4
Extra High	1716	120,8
Extra High	1717	121,1
Extra High	1718	121,6
Extra High	1719	121,8
Extra High	1720	122,1
Extra High	1721	122,4
Extra High	1722	122,7
Extra High	1723	122,8
Extra High	1724	123,1
Extra High	1725	123,1
Extra High	1726	122,8
Extra High	1727	122,3
Extra High	1728	121,3
Extra High	1729	119,9
Extra High	1730	118,1
Extra High	1731	115,9
Extra High	1732	113,5
Extra High	1733	111,1
Extra High	1734	108,6
Extra High	1735	106,2
Extra High	1736	104
Extra High	1737	101,1
Extra High	1738	98,3
Extra High	1739	95,7
Extra High	1740	93,5
Extra High	1741	91,5
Extra High	1742	90,7
Extra High	1743	90,4
Extra High	1744	90,2
Extra High	1745	90,2
Extra High	1746	90,1
Extra High	1747	90
Extra High	1748	89,8
Extra High	1749	89,6
Extra High	1750	89,4
Extra High	1751	89,2
Extra High	1752	88,9
Extra High	1753	88,5
Extra High	1754	88,1
Extra High	1755	87,6
Extra High	1756	87,1
Extra High	1757	86,6
Extra High	1758	86,1
Extra High	1759	85,5
Extra High	1760	85
Extra High	1761	84,4
Extra High	1762	83,8
Extra High	1763	83,2
Extra High	1764	82,6
Extra High	1765	81,9
Extra High	1766	81,1
Extra High	1767	80
Extra High	1768	78,7
Extra High	1769	76,9
Extra High	1770	74,6
Extra High	1771	72
Extra High	1772	69
Extra High	1773	65,6
Extra High	1774	62,1
Extra High	1775	58,5
Extra High	1776	54,7
Extra High	1777	50,9
Extra High	1778	47,3
Extra High	1779	43,8
Extra High	1780	40,4
Extra High	1781	37,4
Extra High	1782	34,3
Extra High	1783	31,3
Extra High	1784	28,3
Extra High	1785	25,2
Extra High	1786	22
Extra High	1787	18,9
Extra High	1788	16,1
Extra High	1789	13,4
Extra High	1790	11,1
Extra High	1791	8,9
Extra High	1792	6,9
Extra High	1793	4,9
Extra High	1794	2,8
Extra High	1795	0
Extra High	1796	0
Extra High	1797	0
Extra High	1798	0
Extra High	1799	0
Extra High	1800	0
